"","tweets","sentiment","date","at_dummy"
"1363","Meeting @ 1, meeting @ 3... and then on to Friday. ",4,"Fri May 22 08:44:46 PDT 2009",1
"1364","is making my twitter! ",4,"Mon Jun 15 00:36:18 PDT 2009",0
"1365","Going to jitec!!! Another agnes &amp; maia. D'oh...  http://myloc.me/11zR",0,"Sun May 17 00:03:54 PDT 2009",0
"1366","I'm scared that things might not fall into place like how I wanted. ",0,"Thu May 14 02:46:09 PDT 2009",0
"1367","@cbarrett I feel your pain. I'm surrounded on all sides by it, but my city's council is not playing ball with Verizon's franchise request ",0,"Sun May 17 22:42:15 PDT 2009",1
"1368","Is there anything better than a bike ride in the sun followed by beer ~ I think not ~ repeat tomorrow please ",4,"Fri May 29 11:57:33 PDT 2009",0
"1369","               just practising.....how I feel       ",0,"Mon Jun 15 00:42:10 PDT 2009",0
"1370","Just woke up to discover im attached to an IV of coffee... ",4,"Sun May 31 11:14:03 PDT 2009",0
"1371","@BrandiNMusic Yes we will!! Maybe next time I wont get so messed up and not remember ANYTHING!!! Glad I had Wes. haha. ",4,"Sun May 31 13:49:01 PDT 2009",1
"1372","gone shopping... ",4,"Sun Jun 07 08:50:52 PDT 2009",0
"1373","@YvetteCYL Awwww so sweet of him. ",4,"Sun May 10 01:31:34 PDT 2009",1
"1374","My condolences with those who suffered in the crash. ",0,"Mon Jun 01 05:59:30 PDT 2009",0
"1375","@JohnMetBetty   Believe it or not...it's harder to wait for news.  SIL will be deep &quot;in the moment&quot;.  You're just stuck waiting!",0,"Tue Jun 23 14:24:34 PDT 2009",1
"1376","owww, nosebleed. ",4,"Mon Jun 15 04:40:06 PDT 2009",0
"1377","@serahhh oh  i'm so sorry, bb. you know where i am if you ever need me. ?",0,"Fri May 22 05:40:49 PDT 2009",1
"1378","@RubxQub I've always wanted to go there. ",0,"Sat May 02 08:57:13 PDT 2009",1
"1379","No one will take me to go get the never shout nevercd ",0,"Tue Jun 23 08:51:24 PDT 2009",0
"1380","@sankarshanm Cool, /me likes ",4,"Fri May 22 00:24:50 PDT 2009",1
"1381","When will this be over!!!!! ",0,"Mon Jun 01 20:06:50 PDT 2009",0
"1382","Free UK only AdWords Voucher. My own account is too old to use it. No strings attached but i must like your project. And i am veggie. ",4,"Sun May 31 16:17:48 PDT 2009",0
"1383","@Traphik Aww I'm sorry! I voted for u! @annspade Yesterday i dropped your guitar pic u sent me  It fell down my balconey, I cant find it.",0,"Sat May 02 00:30:57 PDT 2009",1
"1384","at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww ",0,"Fri May 29 09:39:58 PDT 2009",0
"1385","Sitting around with the family at the beach house.....sad i only got 2 more days at hb! ",0,"Wed Jun 17 17:43:24 PDT 2009",0
"1386","@MusicIsHealthy yeah I do have a good connection with her  I know this I sometimes call cuz of a lil question and then I talk 3 hours lol",4,"Sun May 17 07:27:10 PDT 2009",1
"1387","Yah. Have fun at work.  I'll text you later.   ---&gt;Miss Hollwood&lt;---",4,"Wed Jun 03 04:32:12 PDT 2009",0
"1388","feeeeeling really sick ",0,"Thu Jun 25 08:40:35 PDT 2009",0
"1389","spending time with momma  happy mother's day to all the moms out there!!! xoxo",4,"Sun May 10 08:49:00 PDT 2009",0
"1390","had bad dreams and got up at 6 a.m. ",0,"Sun May 17 03:54:02 PDT 2009",0
"1391","one sucessful day of shopping complete ",4,"Sun Jun 07 07:40:02 PDT 2009",0
"1392","Finished my new theme  http://ohlux.org",4,"Mon Jun 01 07:50:33 PDT 2009",0
"1393","star trek today? FINALLY? idk, dnw to jinx it ",0,"Sun May 17 11:07:47 PDT 2009",0
"1394","Nanako just clunked Cerby in the head with the door. Poor kitty ",0,"Tue Jun 16 00:48:52 PDT 2009",0
"1395"," no more. http://znl.me/RGFIM",0,"Fri Jun 19 21:29:22 PDT 2009",0
"1396","@Bugzyblue and just where have you been missy!!! ",4,"Mon Jun 15 12:04:37 PDT 2009",1
"1397","@Emma300 Ben scared of German Shepherds, never used to be, gave 2 wide berth this  then rolled around with Digby his doberman pal ",4,"Sun May 31 10:29:31 PDT 2009",1
"1398","busy @ PPUKM with Dr Yamin..  http://irc.jombuatduit.net",4,"Mon Apr 06 23:08:12 PDT 2009",1
"1399","Talking Kelsey, she's so wonderful! ",4,"Sat Jun 06 19:28:21 PDT 2009",0
"1400","BTW, thx for all the #followfriday shout-outs! I LUV all my tweeps EVERY day!! ",4,"Sat Jun 06 07:29:19 PDT 2009",0
"1401","Ugh! so sleepy I want to go back to bed and cuddle with my Tony   ",0,"Mon Jun 01 08:05:53 PDT 2009",0
"1402","why is it raining and thundering. now kimi-sexy wont go back to sleep ",0,"Wed Jun 03 04:50:00 PDT 2009",0
"1403","KELOWNA CAN SUCK IT,  sundays seems so far away..",0,"Wed Jun 17 21:54:01 PDT 2009",0
"1404","I want to see Lee Mack in March! ",0,"Sun Jun 07 14:53:03 PDT 2009",0
"1405","@PAEllisArt I will put some more up when I hv time!  hope u had a good wknd",4,"Sun Jun 07 18:33:06 PDT 2009",1
"1406","Just waking up.  Got a hell of a headache from last night...sm1 bring me some aspirin please. ",0,"Sat Jun 06 10:29:10 PDT 2009",0
"1407","@BiketheUSforMS Good luck with the drive !!!  Wishing you all the best",4,"Sun May 31 18:55:04 PDT 2009",1
"1408","Radio:Active takes me back to summer last year. Oh, Portugal, I miss you so. ",0,"Sat May 30 05:54:51 PDT 2009",0
"1409","@audry986  n i sent u a facebook friend request bytheway n u never accept it   u don't like me i understandlol jk but i'll send u another1",0,"Sat May 30 13:42:12 PDT 2009",1
"1410","@hollymccaig feel free to call me lol! ",4,"Fri May 29 07:49:38 PDT 2009",1
"1411","Morning Tweeples  Busy day today, plus more probability distribution analysis tonite, obsession, you betchya lol ",4,"Mon Apr 20 01:42:45 PDT 2009",0
"1412","Since I don't have software yet, I've been using the Mac for... GarageBand.  I love this thing. ",4,"Sat Jun 06 02:38:15 PDT 2009",0
"1413","Having margaritas with my girl samantha! ",4,"Fri Jun 05 15:17:23 PDT 2009",0
"1414","LVATT is so awesome  i love it ",4,"Tue Jun 16 05:12:20 PDT 2009",0
"1415","he's not going   how succkyyy.",0,"Fri May 29 20:50:23 PDT 2009",0
"1416","@agthekid nooo!  lol.",0,"Tue Jun 02 23:11:47 PDT 2009",1
"1417","Dnt see why ppl moan bout jabs! But in 2 weeks i may get ill ",0,"Mon Jun 15 07:14:51 PDT 2009",0
"1418","ha. wow i go to kenny's alot... anyways im home. and tired. again. haha  talk if ya want )",4,"Sat May 02 23:04:47 PDT 2009",0
"1419","wish i could be at #E3 ...Maybe next year ",0,"Tue Jun 02 05:56:55 PDT 2009",0
"1420","has said goodbye to his faithful car for the last time ",0,"Wed Jun 17 04:19:48 PDT 2009",0
"1421","Wahh i have to make a speech for Mary! I almost forgot.. but i still feel sick and sleepy i can't think  speech speech!",0,"Fri Jun 19 02:11:34 PDT 2009",0
"1422","@ndnchick  thanks.. I sure did... I was so busy i would not have had time.. but just not being able to was hard, but my room is all done ",4,"Mon Jun 01 11:47:04 PDT 2009",1
"1423","My newest (one of my) favorite song(s) is Before The Storm by The Jonas Brothers &amp; Miley Cyrus.I just the preview and it sounds amazing ",4,"Fri Jun 05 23:24:48 PDT 2009",0
"1424","@PhantomV48 appreciated. ",4,"Sun Jun 07 01:05:54 PDT 2009",1
"1425","Tweetupmellers. More to come.  http://yfrog.com/0bfi7aj",4,"Thu May 14 03:32:16 PDT 2009",0
"1426","things have changed recently but one thing is the same... no luck in love! ",0,"Thu Jun 04 11:20:42 PDT 2009",0
"1427","http://bit.ly/TGVR7  via @addthis thank you tiff ",4,"Sat May 09 22:46:24 PDT 2009",1
"1428","@cheryljhoward i would rather have a TIMS..but w/e floats your boat ",4,"Sat Jun 06 21:33:04 PDT 2009",1
"1429","Lost my chain  where could it be, ideas?",0,"Sat Jun 20 05:46:45 PDT 2009",0
"1430","@FollowSlendah excellent! glad he is doing so well. I'm feeling better- got the faith life straightened up. my icon is a really old pix. ",4,"Tue Jun 16 07:21:05 PDT 2009",1
"1431","Rembrant mouth wash is really hard to find. But i got the lady ga ga cd ",4,"Fri Jun 05 17:07:14 PDT 2009",0
"1432","@AubreyODay Me and my girlfriend are so in love with you Aubs! You are so sexy, lets get married, pretty pleaseeeee ",4,"Tue Jun 02 02:35:06 PDT 2009",1
"1433","Sitting here drinking water..but hey, i didn't know openly christians wear bikini on tv, sup with that. maybe just nuns are to cover up ",4,"Sun May 03 19:31:16 PDT 2009",0
"1434","Owwwwwwwwww! I just walked into yet another door frame!Ahhh...it kills! :'( ",0,"Sun May 03 08:24:11 PDT 2009",0
"1435","Got to see Seal perform live  So amazing!!",4,"Sun Jun 07 05:51:02 PDT 2009",0
"1436","yay rain ",0,"Tue Jun 16 01:00:20 PDT 2009",0
"1437","is back home after passing time at office!! My office su**s ",0,"Thu Jun 18 06:25:17 PDT 2009",0
"1438","THAT LIMO DRVIER SUCKED SHIT!!!!!!!!!!!!!!!!!! omg i could have driven blind better than him lol sry guys  lol",0,"Sun May 31 17:21:00 PDT 2009",0
"1439","@Sabrina2803 Oh no! You have a migraine?  I can read a bit of German!  Not really but...",4,"Tue Jun 02 12:49:13 PDT 2009",1
"1440","Exhausted after long, fun day with SIFF and family. Need to sleep. Tomorrow brings laundry and grocery shopping. It's all very exciting. ",4,"Sun Apr 19 01:48:25 PDT 2009",0
"1441","Bank Holiday Monday, interesting day ahead of frustration involving Javascript, AJAX &amp; PHP followed by gaming, few beers &amp; movies ",4,"Mon Jun 01 03:14:53 PDT 2009",0
"1442","@Alfie I was going to, but it's already cancelled ",0,"Mon Apr 20 04:18:57 PDT 2009",1
"1443","Morning all  interweb connection borked here...joy! ",0,"Thu May 21 23:53:21 PDT 2009",0
"1444","@joshthomas87 put your credit card inbetween the door!! Unless the door completely goes against that method  good luck though.",0,"Sat Jun 20 22:04:49 PDT 2009",1
"1445","@Vikrz not a bad idea.  i tried craigslist a while back with one good response - but i need to advertise nation wide - hence &quot;virtual&quot; ",4,"Mon Jun 15 21:21:31 PDT 2009",1
"1446","@RickHarwood did you say there were comments on Captain Bubblebeard? I can't see them ",0,"Wed Jun 17 01:07:11 PDT 2009",1
"1447","http://twitpic.com/6sqsx - new haircut ",4,"Sat Jun 06 18:54:24 PDT 2009",0
"1448","Totally kicked my 15YO cousin's butt in smash bros.  Princess and Olimar power FTW!",4,"Sun May 31 14:15:01 PDT 2009",0
"1449","@_decode_ I'm wondering if I should do something similar, but have no time  #Writechat",4,"Sun Jun 07 13:42:03 PDT 2009",1
"1450","Be good all wherever you may be hope you all have a great day or night and remember yup keep your hands above the sheets! ",4,"Fri May 29 01:01:45 PDT 2009",0
"1451","Hello, my name is Bob an I'm an iPhone addict... I just got up to go to the bathroom and I took my phone with me ",0,"Thu Jun 18 08:39:32 PDT 2009",0
"1452","Normally I'd be writing my story at this time...but I'm reading all the new magazines I got  haha",4,"Fri Jun 05 21:34:11 PDT 2009",0
"1453","Love baba's new professional pic. She is sooo gorgeous all the time. Cant believe how lucky I am ",4,"Thu Jun 04 09:39:48 PDT 2009",0
"1454","@davcar11 that's typical too! ",0,"Sun Jun 07 12:51:55 PDT 2009",1
"1455","Listening to Radiohead - Creep...? http://blip.fm/~77w46  a cLassiC! ",4,"Fri May 29 20:27:22 PDT 2009",0
"1456","is home from church. My sunday just started.... ",4,"Sat May 30 21:17:25 PDT 2009",0
"1457","@ZS_v2: Americans get out of school before us Canadians. ",0,"Sun May 03 20:25:24 PDT 2009",1
"1458","@madformanhattan Yess i'm also a fan of chanel !! its amazing ",4,"Tue May 26 22:41:28 PDT 2009",1
"1459","@SamBennington although you wear sunglasses i can see how uncomfortable you felt. poor sam. ",0,"Fri May 29 11:10:44 PDT 2009",1
"1460","@bethsavoy I will be your BEDA buddy!  I actually asked you that in an @reply yesterday, but it must have not got to you!",4,"Mon Apr 20 07:20:05 PDT 2009",1
"1461","Missing church today.  My 6 yr old son has a fever. #flylady #lds",0,"Sun May 03 06:53:56 PDT 2009",0
"1462","@SolOtis... i know.  soo sad.. i'm an idiot! so whats neww!!",0,"Mon Jun 15 20:52:21 PDT 2009",1
"1463","@calyndra Yep, gotta go watch our team lose ",4,"Sun Jun 07 18:17:55 PDT 2009",1
"1464","@graceandmanners We agree on &quot;True Romance&quot;. ",4,"Mon Jun 01 00:05:56 PDT 2009",1
"1465","exam went good...been a GREAT 2 days ",4,"Mon Jun 01 04:31:47 PDT 2009",0
"1466","has been on a marathon watching the first 3 seasons of WEEDS on dvd. I work tomorrow, on my birthday ",0,"Mon May 18 01:13:21 PDT 2009",0
"1467","@syd92 eh, why you dong use tweet deck? ah? ngalih saja ku downloadkan. ",0,"Sat Jun 06 09:53:54 PDT 2009",1
"1468","Just served twleve hours at the office on a Sunday. Will be in early tomorrow. ",0,"Sun Jun 07 08:41:13 PDT 2009",0
"1469","It would appear this is the box Japanese #Aion players will be purchasing: http://bit.ly/P63mi  ",4,"Wed Jun 03 04:41:48 PDT 2009",0
"1470","i need someone to give me a big bear hug, lift me up &amp; crack my back ",0,"Sun May 17 10:31:12 PDT 2009",0
"1471","on the phone to 3 trying to end my contract... 12 mins so far ",0,"Wed Jun 03 10:16:37 PDT 2009",0
"1472","@bethstill Thanks!  I forwarded her your link, since she's not on Twitter.  Yet  ",4,"Mon Jun 15 18:39:59 PDT 2009",1
"1473","Mmm arthur bryant's ",4,"Sun Jun 07 17:36:28 PDT 2009",0
"1474","@jefframone I have $40 in my account and I didn't move. ",0,"Thu Jun 18 06:52:38 PDT 2009",1
"1475","l.a. day with mommy&lt;3 who's leaving for portland tomorrow ",0,"Sun May 31 12:29:53 PDT 2009",0
"1476","@EmmytheCat oh okay... *climb on emmythecat's back* your back is so soft... ",4,"Sun Jun 07 05:04:58 PDT 2009",1
"1477","Candles! Noway! ",4,"Sat Jun 06 18:52:08 PDT 2009",0
"1478","Skippingggg school to get donuts with my friends is what keeps me going ",4,"Tue Apr 07 07:35:32 PDT 2009",0
"1479","WTF there is nothing to watch on tv right now!  I'm so bored",0,"Sat Jun 06 18:59:47 PDT 2009",0
"1480","@staflea You know, the night after I recorded it, I saw a TV prog and you're right it was a Lapwing! I'd never seen one before ",4,"Sun May 31 06:41:34 PDT 2009",1
"1481","i can't stand how close we are to summer ",4,"Mon Jun 15 18:46:18 PDT 2009",0
"1482","why won't @ddlovato talk to me? ",0,"Mon May 18 00:41:27 PDT 2009",1
"1483","All work and no play made jack a dull boy but for me its the other way around. Im soooooo borrred!! ",0,"Sun Jun 07 05:40:15 PDT 2009",0
"1484","what is there to do tonight? i wanna do something but i don't. it's cold ",0,"Sat May 30 20:47:40 PDT 2009",0
"1485","Lunch over, Car Insurance Sorted, iPhone 3.0 not downloaded  Coffee drunk, half of Dollhouse watched and probably not watching any mo ...",0,"Wed Jun 17 05:40:11 PDT 2009",0
"1486","wow 12 am and i don't want to sleep :S the best day of my life ",4,"Sat Apr 18 21:57:04 PDT 2009",0
"1487","@DoubleAgentGirl Morning.   hope you're ready for a great week I know I am-",4,"Mon Apr 20 04:24:15 PDT 2009",1
"1488","Took a bread knife to the finger  http://yfrog.com/48o8jj",0,"Sat May 09 22:11:46 PDT 2009",0
"1489","@xNatashaaa ronaldo and paris make a cute couple ??? ",0,"Wed Jun 17 06:05:09 PDT 2009",1
"1490","@slightlyme94 well that's true. la langue de l'amour ",4,"Thu May 14 06:37:55 PDT 2009",1
"1491","aaahhhh missin my boo ",0,"Sat Jun 20 21:41:22 PDT 2009",0
"1492","@wizll I'm missin out ",0,"Sun Jun 21 00:19:11 PDT 2009",1
"1493","@Deanrowland Did some frantic ebay bidding today, and picked them up earlier! Gutted Cheryl and the gang arent playing  lol you ok slut?x",0,"Sat Jun 06 16:38:25 PDT 2009",1
"1494","Can't wait for MTV Movie Awards!!!!! ",4,"Sun May 31 14:20:59 PDT 2009",0
"1495","I feel i need to get closer with my friends. Im feeling distant from everyone ",0,"Mon Jun 15 02:35:21 PDT 2009",0
"1496","is off to church to play secretary for a little bit. Have fun everybody! ",4,"Fri May 29 09:28:39 PDT 2009",0
"1497","@cathoderaytube Cool - look forward to reading your review am pondering a blog post myself ",4,"Mon May 18 04:20:40 PDT 2009",1
"1498","off for lunch !!! ..... food is good but the envt to eat is awesome at hcu !!! ",4,"Wed Jun 03 01:38:14 PDT 2009",0
"1499"," nuggets out....",0,"Sat May 30 08:51:28 PDT 2009",0
"1500","I am trying to figure out how to use Twitter ",4,"Sun May 10 01:51:24 PDT 2009",0
"1501","loving the Swedish summer. Hot chicks, tan and badminton on the beach. Life does NOT get any better ",4,"Mon Jun 01 11:26:20 PDT 2009",0
"1502","never eating battery farmed chicken again and now feel guilty about the chicken drumsticks i had for dinner ",0,"Sun May 17 01:29:39 PDT 2009",0
"1503","@Lisa_Veronica what's up with the London gig? Was looking forward to it ",0,"Sun May 17 06:35:01 PDT 2009",1
"1504","@phillymac  hmmmm...Tomahawk..that's what my parents would have named me if i was a boy  kinda wish they still did ",4,"Sat Jun 06 01:07:16 PDT 2009",1
"1505","@LaurenConrad Hey Lauren...I'm a huge fan! I hope you are having fun at Wango Tango!! ",4,"Sat May 09 20:06:10 PDT 2009",1
"1506","Sad! Chris has to work on Easter ",0,"Tue Apr 07 07:44:08 PDT 2009",0
"1507","Walk with sister ",4,"Sat May 30 08:33:21 PDT 2009",0
"1508","i am tired but i can't get to sleep!! ",0,"Mon Jun 15 06:41:20 PDT 2009",0
"1509","@BatiFans exactly!  Would be nice! Now if only the weather agreed to our conditions...",4,"Sun May 31 02:58:17 PDT 2009",1
"1510","@Oprah Miss you, no twitter ",0,"Fri Jun 05 14:38:20 PDT 2009",1
"1511","HAPPY MOTHERS DAY 2 ME ",4,"Sat May 09 21:21:21 PDT 2009",0
"1512","@hothusband_01 that is the problem  i have no choice, when i find one, i'll go buy it and that's why i need help ",4,"Tue Jun 16 05:20:10 PDT 2009",1
"1513","#Natalie Cole got a NEW kidney from a fan but DURING SURGERY she lost her younger sister to #cancer. sis had not been 2 doc in 30 years ",0,"Fri May 22 02:53:04 PDT 2009",0
"1514","watching SNL, and just about wet myself laughing at Celebrity Jeopardy! that is my all-time favorite sketch ",4,"Sun May 17 00:04:57 PDT 2009",0
"1515","@egg104 I hope u feel better soon! Rt @BCDlane @egg104  You have the flu?    @bella456 is just getting over it herself...",0,"Thu Jun 18 00:14:10 PDT 2009",1
"1516","@hellocatfood looks like prediction #2 that I made last year   http://tinyurl.com/nd3qpz",4,"Mon Jun 01 03:10:43 PDT 2009",1
"1517","The muffin I got this morning is a disappointment. It's beyond stale. I have nothing else to possibly eat for breakfast. Stale I must. ",0,"Mon Jun 01 06:36:23 PDT 2009",0
"1518","@ashleymoore I lurve you and hope that your first night in your new place is awesome. Proud of you ",4,"Mon May 11 21:58:32 PDT 2009",1
"1519","Yes. Chillin too. Thinking of food. Any suggestions?  @MBGQueen",4,"Mon Jun 15 13:25:17 PDT 2009",1
"1520","@Lilac_Sky yeah I'm feeling really good today ",4,"Fri May 22 03:07:26 PDT 2009",1
"1521","Ugh, please hurry up! I have a lot to do and I still have to study.  There's not enough time in this day.",0,"Tue Jun 23 17:21:38 PDT 2009",0
"1522","@RICHMO718 my bad I got on the phone and talked until I became tired.... Now... Sleep... ",4,"Sun May 17 02:46:04 PDT 2009",1
"1523","@mikeyway Cheetos help me think better ",4,"Sat Apr 18 14:45:12 PDT 2009",1
"1524","Very sad... I am leavin cedar now ",0,"Fri Jun 05 18:48:55 PDT 2009",0
"1525","@Amee_Breezy Oh you suck ass, lmfao. I'm glad I only put Britney and Jay! ",4,"Sat May 02 22:34:04 PDT 2009",1
"1526","@spryken @munyew90 am thinking to drop my win7 as am running out of disc space now ",0,"Sat May 30 01:06:30 PDT 2009",1
"1527","Finally back in my warm home w/ @taliasunset ",4,"Fri Jun 05 17:35:29 PDT 2009",1
"1528","@austin_light I love you too. But I hate that picture ",0,"Sat May 30 07:01:14 PDT 2009",1
"1529","@lizzie123x make sure im there. cos i have an exam in the morning so won't get to london as early as everyone else. ",0,"Sat May 30 13:26:34 PDT 2009",1
"1530","@katriord hanging in there. Lots to do to get back in order...Spent weekend in state of inertia with too many decisions to make ",4,"Mon Jun 01 05:10:00 PDT 2009",1
"1531","Happy Father's Day!! I keep telling my wife that having a baby today means she doesn't have to get me a gift. No dice ",0,"Sun Jun 21 04:31:15 PDT 2009",0
"1532","@Trish_7 what's in Cali?  and I never do the D",4,"Mon May 18 02:55:42 PDT 2009",1
"1533","guten morgen twitters ",4,"Mon May 11 22:53:43 PDT 2009",0
"1534","@SavingEveryday Pretty good. Son had an MRI on his knee y'day. Hope to know the results Mon. Probably surgery ",0,"Sat May 09 20:19:45 PDT 2009",1
"1535","Damn Curdy, u r like tha hardest person 2 get ahold of! iCalled u like 85 times! ",0,"Fri Jun 19 05:25:40 PDT 2009",0
"1536","@stephenfry Twinings will be pleased ",4,"Tue Jun 02 01:16:52 PDT 2009",1
"1537","Paisley, Family, BBQ, Alcohol, Sun. What couldn't be good about that combination? ",4,"Sat May 30 04:18:06 PDT 2009",0
"1538","Ever since recent evernote and iphone updates, having synching problems with evernote on my iphone. ",0,"Thu Jun 25 05:56:07 PDT 2009",0
"1539","@etherjammer @stellery aye..  i think it fits &quot;Brig's&quot; personality. lol",4,"Sun May 31 12:28:31 PDT 2009",1
"1540","http://twitpic.com/7gb0z - ignore the foot please, LOL ",4,"Mon Jun 15 01:10:49 PDT 2009",0
"1541","i miss strawberry milkshake from mcdonald's ",0,"Sun May 17 11:07:46 PDT 2009",0
"1542","off to bed me thinks. biology in the morning ",0,"Sun May 31 17:12:19 PDT 2009",0
"1543","is having a boy! Oh Boy!!! ",4,"Fri May 29 08:33:23 PDT 2009",0
"1544","Is anyone's Facebook acting weird or taking forever to load? Everything else is working fine on my laptop except my FB  since yesterday!!",0,"Sun May 31 14:28:49 PDT 2009",0
"1545","@jordanhowell nah just iplayer listening back to it, its not working ",0,"Fri May 29 12:01:22 PDT 2009",1
"1546","@DivaWonderGirl OMJ! U hv 94 followers  I think my friends read my stats in FB  6 more to go!",4,"Mon Jun 15 02:41:32 PDT 2009",1
"1547","Goodmornin everyone.!! #Ilovemylife early in morning too.  no complaints over here.",4,"Wed Jun 03 06:26:50 PDT 2009",0
"1548","Copper river salmon paired with an argentinian malbec, grilled 35 floors up on my roof overlooking Seattle. Not a bad dinner last night ",4,"Sat Jun 06 08:58:24 PDT 2009",0
"1549","@Em_ilyxXx THAT'S GAY! Super Nat FTW !!  Xxxx",0,"Sat Jun 06 21:01:39 PDT 2009",1
"1550","Pre-ordered Karnivool's new album today. Getting it on Friday!!  ",4,"Wed Jun 03 00:38:00 PDT 2009",0
"1551","@GenRachel @jhilborn Hey, now! That might be my senator you're bashing.....oh wait.....continue ",4,"Tue Jun 02 20:54:05 PDT 2009",1
"1552","@PeteStLeger You're doing good though! More than holding your own ",4,"Sun Apr 19 05:09:18 PDT 2009",1
"1553","laying down, tired as hell, thanks to bestie for keeping me up all night. i miss my bestie already ",0,"Sun Jun 07 09:19:44 PDT 2009",0
"1554","Welcome new followers and thanks for the love!! Very much appreciated ",4,"Sat May 30 10:03:46 PDT 2009",0
"1555","Just got done seeing &quot;Up&quot; at the theater such a sad movie ",0,"Sat May 30 14:31:30 PDT 2009",0
"1556","Watching self-entitled asshat scream at metermaid as she tickets his convertable BMW on Bute. Made my day ",4,"Sat Apr 18 10:17:07 PDT 2009",0
"1557","ever see that commercial where people are texting during their meetings?  i just use my laptop. ",4,"Fri Jun 05 09:47:33 PDT 2009",0
"1558","Back to wurk-and im still not recovered from the weekend ",0,"Mon Jun 01 03:18:47 PDT 2009",0
"1559","Got woken up by drunks...... Now can't sleep. I hate this!!! ",0,"Sun Jun 21 03:27:34 PDT 2009",0
"1560","@ljmecca or @smdouglas would attack the broker  hope you're having fun in NY!",4,"Sun Apr 19 10:00:18 PDT 2009",1
"1561","@kculp 1. You're totally not sorry.  2. Why? Is it a magic phone?",4,"Fri Jun 05 13:39:04 PDT 2009",1
"1562","grrr why does it have to be raining out. ",0,"Sat Jun 06 13:17:45 PDT 2009",0
"1563","@mileycyrus I don't really like lady gaga. but if you haven't yet, listen to the acoustic version of poker face. she's genius. ",4,"Sat May 30 12:48:44 PDT 2009",1
"1564","@Twisuz Morning  all ready for another heart thudding day of Rob updates?",4,"Fri May 22 03:39:29 PDT 2009",1
"1565","@GinWNY oh well thank you for that glad you noticed ",4,"Fri May 01 22:51:15 PDT 2009",1
"1566","urgh this is a bad crash - I can't even move the &quot;Slide to power off&quot; to restart it ",0,"Wed Jun 17 17:15:58 PDT 2009",0
"1567","Frost/Nixon is still brilliant after the 15th time ",4,"Fri May 29 18:11:37 PDT 2009",0
"1568","At school.....Chiilllin in Classs  Wanna Be Outsidee",0,"Mon Jun 01 07:27:43 PDT 2009",0
"1569","Guys.... cant live with them....or without them ",0,"Sat May 30 01:58:06 PDT 2009",0
"1570","Going on a walk thru in Seattle.  Almost 30 days of no rain in Seattle but it looks like it might end today ",0,"Wed Jun 17 08:49:32 PDT 2009",0
"1571","Hot dogs, cloudy lemonade, topless hotties in the garden. Heaven? nope. my house ",4,"Wed Jun 03 05:10:34 PDT 2009",0
"1572","ive sprained my ankle, god knows how cause i certainly dont remember doing it, day on the couch for me looks like ",0,"Mon May 18 03:01:08 PDT 2009",0
"1573","why does my macbook here now have this weird error where it randomly goes onto standby ",0,"Sat Jun 06 05:28:41 PDT 2009",0
"1574","@SaraJChipps Same with the Blue Jays!!! ",0,"Fri Jun 05 12:19:52 PDT 2009",1
"1575","My friends told me the brown sugar cinnamon pop-tarts are boring  I think they're delicious",0,"Thu Jun 18 12:52:24 PDT 2009",0
"1576","@chunyen send some up here to singapore  we need a lot of rain!",0,"Sat Jun 06 00:53:39 PDT 2009",1
"1577","@LukeEntwistle I think I took it with a Sobe bottle. And I don't recall most of yesterday because of it ",4,"Mon Jun 15 14:10:56 PDT 2009",1
"1578","At the pool with Ally ",4,"Sat May 30 09:27:25 PDT 2009",0
"1579","I think i have to go... ",0,"Sun Jun 07 00:25:32 PDT 2009",0
"1580","apparently, there was a gigantic Vista SP2 update pushed out last week, but home comp was off... installing now since it's acting crappy ",0,"Sat Jun 20 17:23:48 PDT 2009",0
"1581","i don't know how but i fuckin fixed my laptop    *happy dance*",4,"Sat May 30 21:27:35 PDT 2009",0
"1582","K so Stanley Cup officially sucks for the day. Boo Detroit ",0,"Sat Jun 06 18:47:59 PDT 2009",0
"1583","@vidluther Its Working! ",4,"Mon Apr 20 06:29:49 PDT 2009",1
"1584","Finally finished all jobs!! hehe  A nice cold beer is now on the cards!!!  PS come on you Hull we need a win today!!",4,"Sat Apr 18 07:31:30 PDT 2009",0
"1585","I should never rent movies. I never return them ",0,"Sat May 30 14:18:26 PDT 2009",0
"1586","@jamesclay i still buy CDs  so no worry about the music and its only 3 apps so will try out your suggestions.",4,"Tue Jun 02 02:35:09 PDT 2009",1
"1587","i feel like shit right now  aghhhhhh!!",0,"Sun Jun 07 20:08:30 PDT 2009",0
"1588","I dont want to do exams  damn.. has anyone got spare A-Levels they would like to give me?...",0,"Sun May 31 12:52:26 PDT 2009",0
"1589","@lulazoid Ooh yes.  When is it, and is there a website?",4,"Mon May 18 01:53:07 PDT 2009",1
"1590","what a day, planning to go out a bit later in the sun ",4,"Sun May 31 03:20:47 PDT 2009",0
"1591","just got back from my college class, the girl who sits next to me has a cool nose ring ",4,"Mon Jun 15 12:23:00 PDT 2009",0
"1592","Writing and eating.   Hmm...perhaps...I could write about someone writing about someone writing about eating as I eat? XD",4,"Sun Jun 07 19:27:40 PDT 2009",0
